“ "
” "
’ '
‘ '
… ...
→  -
ï i
× x
Ə e
Š S,
š s
â a
Â A
ê e
Ê e
Î İ
î i
Û U
û u
Ô O
ô o
&aacute; á
&acirc; â
&acute; ´
&agrave; À
&amp;apos; '
&aring; Å
&auml; ä
&bdquo; '
&Ccedil; Ç
&ccedil; ç
&eacute; é
&ecirc; ê
&egrave; è
&euml; ë
&iacute; í
&icirc; Î
&igrave; Ì
&iuml; Ï
&laquo; «
&minus; −
&ndash; -
&ntilde; ñ
&oacute; ó
&ocirc; ô
&ouml; ö
&Ouml; Ö
&raquo;  »
&szlig; ß
&ucirc; û
&uuml; ü
&Uuml; Ü
&ucirc; û
&Ucirc; Û
